Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,born_yyyy,generation
26,1,1,575,1,3,1,5,510,3,1,73,3,1,6,1,2,3102,6582,0,0,22,4,3,0,7,2,3,6,4,0,4,1989,gen_y
22,0,2,253,1,11,3,3,511,1,0,43,3,1,6,2,1,2244,24440,1,0,13,3,4,1,2,1,3,2,1,1,2,1993,gen_y
30,1,1,464,1,4,3,5,514,3,1,40,3,1,6,4,2,2285,3427,9,1,23,4,3,0,3,4,3,1,0,0,0,1985,gen_y
34,0,0,1381,2,4,4,2,523,3,0,72,3,2,7,3,1,6538,12740,9,0,15,3,1,1,6,3,3,3,2,1,2,1981,gen_y
31,0,2,480,1,7,2,3,524,2,0,31,3,2,4,1,1,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12,1984,gen_y
25,0,2,891,2,4,2,1,527,2,0,99,2,2,7,4,2,4487,12090,1,1,11,3,2,0,5,3,3,5,4,1,3,1990,gen_y
31,0,2,329,1,1,2,1,530,4,1,98,2,1,2,1,1,2218,16193,1,0,12,3,3,1,4,3,3,4,2,3,2,1984,gen_y
30,0,2,1082,2,12,3,5,533,2,0,83,3,2,7,3,2,6577,19558,0,0,11,3,2,0,6,6,3,5,4,4,4,1985,gen_y
28,0,2,1300,1,17,2,3,536,3,1,79,3,2,2,1,0,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8,1987,gen_y
25,1,2,688,1,3,3,3,538,1,1,91,3,1,2,1,1,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2,1990,gen_y
30,0,2,317,1,2,3,1,548,3,0,43,1,2,4,4,2,6091,24793,2,0,20,4,3,0,11,2,3,5,4,0,2,1985,gen_y
24,1,2,1448,2,1,1,5,554,1,0,62,3,1,8,2,2,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4,1991,gen_y
34,1,1,296,2,6,2,2,555,4,0,33,1,1,8,3,0,2351,12253,0,0,16,3,4,1,3,3,2,2,2,1,0,1981,gen_y
26,0,2,1349,1,23,3,1,560,1,0,90,3,1,6,4,0,2886,3032,1,0,22,4,2,2,3,3,1,3,2,0,2,1989,gen_y
30,0,0,1400,1,3,3,1,562,3,1,53,3,1,2,4,1,2097,16734,4,0,15,3,3,1,9,3,1,5,3,1,4,1985,gen_y
29,0,2,986,1,3,4,3,564,2,1,93,2,3,5,3,1,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7,1986,gen_y
29,1,2,408,1,25,5,5,565,3,0,71,2,1,6,2,1,2546,18300,5,0,16,3,2,0,6,2,4,2,2,1,1,1986,gen_y
30,0,0,1398,2,22,4,4,567,3,0,69,3,3,7,1,1,8412,2890,0,0,11,3,3,0,10,3,3,9,8,7,8,1985,gen_y
30,0,0,1116,1,2,3,3,571,3,0,49,3,1,2,4,2,2564,7181,0,0,14,3,3,0,12,2,2,11,7,6,7,1985,gen_y
35,0,2,144,1,22,3,1,577,4,1,46,1,1,2,3,2,4230,19225,0,0,15,3,3,0,6,2,3,5,4,4,3,1980,gen_y
34,0,2,1303,1,2,4,1,579,4,1,62,2,1,6,3,0,2768,8416,3,0,12,3,3,1,14,3,3,7,3,5,7,1981,gen_y
31,0,2,1274,1,9,1,1,581,3,1,33,3,3,4,2,0,10648,14394,1,0,25,4,4,1,13,6,4,13,8,0,8,1984,gen_y
33,1,2,1277,1,15,1,3,582,2,1,56,3,3,3,3,1,13610,24619,7,1,12,3,4,0,15,2,4,7,6,7,7,1982,gen_y
33,1,2,587,1,10,1,3,584,1,1,38,1,1,2,4,0,3408,6705,7,0,13,3,1,3,8,2,3,4,3,1,3,1982,gen_y
30,0,2,413,2,7,1,2,585,4,1,57,3,1,8,2,2,2983,18398,0,0,14,3,1,0,4,3,3,3,2,1,2,1985,gen_y
35,0,2,1276,1,16,3,1,586,4,1,72,3,3,0,3,1,7632,14295,4,1,12,3,3,0,10,2,3,8,7,0,0,1980,gen_y
31,1,1,534,1,20,3,1,587,1,1,66,3,3,0,3,1,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0,1984,gen_y
34,1,1,988,0,23,3,0,590,2,0,43,3,3,1,1,0,9950,11533,9,1,15,3,3,3,11,2,3,3,2,0,2,1981,gen_y
22,1,1,1368,1,4,1,5,593,3,1,99,2,1,2,3,2,3894,9129,5,0,16,3,3,0,4,3,3,2,2,1,2,1993,gen_y
35,0,2,619,2,1,3,2,600,2,1,85,3,2,7,3,1,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9,1980,gen_y
31,0,2,828,2,2,1,1,604,2,1,77,3,2,7,4,2,6582,8346,4,1,13,3,3,0,10,2,4,6,5,0,5,1984,gen_y
26,1,1,426,0,17,4,1,608,2,0,58,3,1,1,3,0,2741,22808,0,1,11,3,2,1,8,2,2,7,7,1,0,1989,gen_y
29,0,2,232,1,19,3,5,611,4,1,34,3,2,4,4,0,4262,22645,4,0,12,3,2,2,8,2,4,3,2,1,2,1986,gen_y
33,0,2,922,1,1,5,3,612,1,0,95,4,4,5,3,0,16184,22578,4,0,19,3,3,1,10,2,3,6,1,0,5,1982,gen_y
31,0,2,688,2,7,3,1,613,3,1,44,2,3,3,4,0,11557,25291,9,0,21,4,3,1,10,3,2,5,4,0,1,1984,gen_y
26,0,2,775,2,29,2,3,618,1,1,45,3,2,7,3,0,4306,4267,5,0,12,3,1,2,8,5,3,0,0,0,0,1989,gen_y
35,0,2,195,2,1,3,3,620,1,0,80,3,2,7,3,2,4859,6698,1,0,16,3,4,0,5,3,3,5,4,0,3,1980,gen_y
34,0,2,258,2,21,4,1,621,4,1,74,4,2,7,4,2,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7,1981,gen_y
26,1,2,471,1,24,3,5,622,3,1,66,1,1,2,4,2,2340,23213,1,1,18,3,2,0,1,3,1,1,0,0,0,1989,gen_y
32,1,0,1474,2,11,4,4,631,4,1,60,4,2,7,3,1,4707,23914,8,0,12,3,4,0,6,2,3,4,2,1,2,1983,gen_y
24,0,1,535,2,24,3,3,632,4,1,38,3,1,8,4,1,2400,5530,0,0,13,3,3,2,3,3,3,2,2,2,1,1991,gen_y
24,0,2,691,1,23,3,3,639,2,1,89,4,1,6,4,1,2725,21630,1,1,11,3,2,2,6,3,3,6,5,1,4,1991,gen_y
26,0,2,703,2,28,2,2,641,1,1,66,3,2,7,2,1,6272,7428,1,0,20,4,4,2,6,5,4,5,3,1,4,1989,gen_y
24,0,2,823,1,17,2,4,643,4,1,94,2,1,2,2,1,2127,9100,1,0,21,4,4,1,1,2,3,1,0,0,0,1991,gen_y
25,0,2,622,2,13,1,3,645,2,1,40,3,1,8,3,1,2096,26376,1,0,11,3,3,0,7,1,3,7,4,0,6,1990,gen_y
24,1,1,1287,1,7,3,1,647,1,0,55,3,1,2,3,1,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,1991,gen_y
30,1,1,448,2,12,4,1,648,2,1,74,2,1,8,1,1,2033,14470,1,0,18,3,3,1,1,2,4,1,0,0,0,1985,gen_y
34,0,2,254,1,1,2,1,649,2,1,83,2,1,6,4,1,3622,22794,1,1,13,3,4,1,6,3,3,6,5,1,3,1981,gen_y
31,1,2,1365,2,13,4,3,650,2,1,46,3,2,7,1,0,4233,11512,2,0,17,3,3,0,9,2,1,3,1,1,2,1984,gen_y
35,0,2,538,1,25,2,4,652,1,1,54,2,2,2,4,2,3681,14004,4,0,14,3,4,0,9,3,3,3,2,0,2,1980,gen_y
31,0,2,525,2,6,4,3,653,1,1,66,4,2,7,4,0,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7,1984,gen_y
27,0,2,798,1,6,4,3,655,1,0,66,2,1,6,3,0,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3,1988,gen_y
34,0,2,204,2,14,3,5,666,3,0,31,3,1,8,3,0,2579,2912,1,1,18,3,4,2,8,3,3,8,2,0,6,1981,gen_y
27,1,2,1420,2,2,1,2,667,3,1,85,3,1,8,1,0,3041,16346,0,0,11,3,2,1,5,3,3,4,3,0,2,1988,gen_y
21,0,2,1343,2,22,1,5,669,3,1,49,3,1,8,3,2,3447,24444,1,0,11,3,3,0,3,2,3,3,2,1,2,1994,gen_y
22,0,2,604,1,6,1,3,675,1,1,69,3,1,6,3,1,2773,12145,0,0,20,4,4,0,3,3,3,2,2,2,2,1993,gen_y
33,0,2,1216,2,8,4,2,677,3,1,39,3,2,7,3,0,7104,20431,0,0,12,3,4,0,6,3,3,5,0,1,2,1982,gen_y
32,0,2,646,1,9,4,1,679,1,0,92,3,2,6,4,1,6322,18089,1,1,12,3,4,1,6,2,2,6,4,0,5,1983,gen_y
30,0,1,160,1,3,3,3,680,3,0,71,3,1,6,3,0,2083,22653,1,0,20,4,3,1,1,2,3,1,0,0,0,1985,gen_y
34,0,2,1397,1,1,5,1,683,2,1,42,3,1,6,4,1,2691,7660,1,0,12,3,4,1,10,4,2,10,9,8,8,1981,gen_y
26,0,2,991,1,6,3,1,686,3,0,71,3,1,2,4,1,2659,17759,1,1,13,3,3,1,3,2,3,3,2,0,2,1989,gen_y
29,0,2,1176,2,3,2,3,690,2,0,62,3,2,7,3,1,5561,3487,1,0,14,3,1,1,6,5,2,6,0,1,2,1986,gen_y
35,0,2,1017,1,6,4,1,691,2,1,82,1,2,6,4,2,6646,19368,1,0,13,3,2,0,17,3,3,17,11,11,8,1980,gen_y
33,0,1,1296,1,6,3,1,692,3,1,30,3,2,0,4,0,7725,5335,3,0,23,4,3,1,15,2,1,13,11,4,7,1982,gen_y
27,0,2,1115,1,3,4,3,700,1,1,54,2,1,6,4,2,2045,15174,0,0,13,3,4,0,5,0,3,4,2,1,1,1988,gen_y
33,1,1,1076,1,3,3,1,702,1,1,70,3,1,6,1,2,3348,3164,1,1,11,3,1,0,10,3,3,10,8,9,7,1982,gen_y
35,0,0,727,1,3,3,1,704,3,1,41,2,1,2,3,1,1281,16900,1,0,18,3,3,2,1,3,3,1,0,0,0,1980,gen_y
23,0,2,885,1,4,3,3,705,1,1,58,4,1,6,1,1,2819,8544,2,0,16,3,1,1,5,3,4,3,2,0,2,1992,gen_y
25,0,2,810,2,8,3,1,707,4,1,57,4,2,7,2,1,4851,15678,0,0,22,4,3,1,4,4,3,3,2,1,2,1990,gen_y
29,0,1,806,1,1,4,1,710,2,1,76,1,1,6,4,0,2720,18959,1,0,18,3,4,1,10,5,3,10,7,2,8,1986,gen_y
27,0,1,1410,2,3,1,3,714,4,0,71,4,2,7,4,0,4647,16673,1,1,20,4,2,2,6,3,3,6,5,0,4,1988,gen_y
34,0,2,1442,1,9,3,3,717,4,0,46,2,3,0,2,2,8621,17654,1,0,14,3,2,0,9,3,4,8,7,7,7,1981,gen_y
24,1,2,693,2,3,2,1,720,1,0,65,3,2,7,3,2,4577,24785,9,0,14,3,1,0,4,3,3,2,2,2,0,1991,gen_y
32,0,2,929,2,10,3,2,722,4,1,55,3,2,7,4,2,5396,21703,1,0,12,3,4,0,10,2,2,10,7,0,8,1983,gen_y
27,0,2,608,1,1,2,1,725,3,0,68,3,3,4,1,1,7412,6009,1,0,11,3,4,0,9,3,3,9,7,0,7,1988,gen_y
32,0,2,1018,1,3,2,1,727,3,0,39,3,3,5,4,2,11159,19373,3,0,15,3,4,0,10,6,3,7,7,7,7,1983,gen_y
27,0,1,294,1,10,2,1,733,4,1,32,3,3,4,1,0,8793,4809,1,0,21,4,3,2,9,4,2,9,7,1,7,1988,gen_y
28,1,2,654,1,1,2,1,741,1,0,67,1,1,6,2,2,2216,3872,7,1,13,3,4,0,10,4,3,7,7,3,7,1987,gen_y
30,0,2,501,2,27,5,2,747,3,1,99,3,2,7,4,0,5304,25275,7,0,23,4,4,1,10,2,2,8,7,7,7,1985,gen_y
29,0,2,1396,2,10,3,1,749,3,1,99,3,1,8,3,2,2642,2755,1,0,11,3,3,0,1,6,3,1,0,0,0,1986,gen_y
34,0,2,970,1,8,2,3,757,2,0,96,3,2,0,3,2,6142,7360,3,0,11,3,4,0,10,2,3,5,1,4,3,1981,gen_y
23,0,2,650,1,9,1,3,758,2,1,37,3,1,2,1,1,2500,4344,1,0,14,3,4,1,5,2,4,4,3,0,2,1992,gen_y
27,0,2,975,1,7,3,3,764,4,0,55,2,2,0,1,2,6811,23398,8,0,19,3,1,0,9,2,1,7,6,0,7,1988,gen_y
29,0,2,1090,2,10,3,2,766,4,1,83,3,1,8,2,0,2297,17967,1,0,14,3,4,2,2,2,3,2,2,2,2,1986,gen_y
35,0,0,1225,1,2,4,1,771,4,0,61,3,2,0,1,0,5093,4761,2,0,11,3,1,1,16,2,4,1,0,0,0,1980,gen_y
32,0,1,430,1,24,4,1,772,1,1,80,3,2,2,4,1,5309,21146,1,0,15,3,4,2,10,2,3,10,8,4,7,1983,gen_y
34,0,2,167,1,8,5,1,775,2,0,32,3,2,4,1,0,5121,4187,3,0,14,3,3,1,7,3,3,0,0,0,0,1981,gen_y
33,1,2,527,1,1,4,4,780,4,1,63,3,1,6,4,2,2686,5207,1,1,13,3,3,0,10,2,2,10,9,7,8,1982,gen_y
25,0,2,883,2,26,1,3,781,3,0,32,3,2,7,4,2,6180,22807,1,0,23,4,2,0,6,5,2,6,5,1,4,1990,gen_y
23,0,2,310,1,10,1,3,784,1,1,79,4,1,6,3,2,3505,19630,1,0,18,3,4,0,2,3,3,2,2,0,2,1992,gen_y
34,0,2,304,2,2,3,4,786,4,1,60,3,2,7,4,2,6274,18686,1,0,22,4,3,0,6,5,3,6,5,1,4,1981,gen_y
26,0,1,575,1,1,2,1,792,1,0,71,1,1,2,4,0,4364,5288,3,0,14,3,1,1,5,2,3,2,2,2,0,1989,gen_y
29,0,2,657,1,27,3,3,793,2,0,66,3,2,0,3,1,4335,25549,4,0,12,3,1,1,11,3,2,8,7,1,1,1986,gen_y
26,1,2,1146,2,8,3,5,796,4,1,38,2,2,7,1,2,5326,3064,6,0,17,3,3,0,6,2,2,4,3,1,2,1989,gen_y
34,0,2,182,1,1,4,1,797,2,0,72,4,1,6,4,2,3280,13551,2,0,16,3,3,0,10,2,3,4,2,1,3,1981,gen_y
27,0,1,829,2,8,1,2,800,3,1,84,3,2,7,4,1,4342,24008,0,0,19,3,2,1,5,3,3,4,2,1,1,1988,gen_y
34,0,2,121,1,2,4,3,804,3,0,86,2,1,6,1,2,4381,7530,1,0,11,3,3,0,6,3,3,6,5,1,3,1981,gen_y
35,0,2,384,2,8,4,1,805,1,0,72,3,1,8,4,1,2572,20317,1,0,16,3,2,1,3,1,2,3,2,0,2,1980,gen_y
30,0,2,921,1,1,3,1,806,4,1,38,1,1,2,3,1,3833,24375,3,0,21,4,3,2,7,2,3,2,2,0,2,1985,gen_y
34,0,2,1111,2,8,2,1,808,3,0,93,3,2,7,1,1,6500,13305,5,0,17,3,2,1,6,1,3,3,2,1,2,1981,gen_y
23,1,2,1243,1,6,3,1,811,3,1,63,4,1,2,1,1,1601,3445,1,1,21,4,3,2,1,2,3,0,0,0,0,1992,gen_y
24,0,0,1092,1,9,3,1,812,3,1,60,2,1,2,2,0,2694,26551,1,0,11,3,3,3,1,4,3,1,0,0,0,1991,gen_y
29,1,2,805,1,1,2,1,816,2,0,36,2,1,2,1,1,2319,6689,1,1,11,3,4,1,1,1,3,1,0,0,0,1986,gen_y
33,0,2,213,1,7,3,3,817,3,1,49,3,3,5,3,1,11691,25995,0,0,11,3,4,0,14,3,4,13,9,3,7,1982,gen_y
33,1,2,118,2,16,3,2,819,1,0,69,3,2,7,1,2,5324,26507,5,0,15,3,3,0,6,3,3,3,2,0,2,1982,gen_y
29,0,2,1252,1,23,2,1,824,3,1,81,4,1,6,3,1,2700,23779,1,0,24,4,3,1,10,3,3,10,7,0,7,1986,gen_y
35,0,2,1258,1,1,4,1,826,4,0,40,4,1,6,3,2,2506,13301,3,0,13,3,3,0,7,0,3,2,2,2,2,1980,gen_y
28,1,2,890,1,2,4,3,828,3,1,46,3,1,6,3,2,4382,16374,6,0,17,3,4,0,5,3,2,2,2,2,1,1987,gen_y
32,0,2,859,1,4,3,1,830,3,0,98,2,2,4,3,1,6162,19124,1,0,12,3,3,1,14,3,3,14,13,6,8,1983,gen_y
30,0,2,946,1,2,3,3,833,3,0,52,2,2,4,4,2,6877,20234,5,1,24,4,2,0,12,4,2,0,0,0,0,1985,gen_y
34,0,1,702,1,16,4,1,838,3,0,100,2,1,6,4,2,2553,8306,1,0,16,3,3,0,6,3,3,5,2,1,3,1981,gen_y
27,0,2,269,1,5,1,5,844,3,1,42,2,3,5,4,0,12808,8842,1,1,16,3,2,1,9,3,3,9,8,0,8,1988,gen_y
35,0,2,950,1,7,3,4,845,3,1,59,3,3,4,3,2,10221,18869,3,0,21,4,2,0,17,3,4,8,5,1,6,1980,gen_y
28,0,2,760,2,2,4,2,846,2,0,81,3,2,7,2,1,4779,3698,1,1,20,4,1,0,8,2,3,8,7,7,5,1987,gen_y
34,0,2,829,0,3,2,0,847,3,1,88,3,1,1,4,1,3737,2243,0,0,19,3,3,1,4,1,1,3,2,0,2,1981,gen_y
26,1,1,887,1,5,2,3,848,3,0,88,2,1,6,3,1,2366,20898,1,1,14,3,1,1,8,2,3,8,7,1,7,1989,gen_y
27,0,0,443,1,3,3,3,850,4,1,50,3,1,6,4,1,1706,16571,1,0,11,3,3,3,0,6,2,0,0,0,0,1988,gen_y
25,0,2,180,1,2,1,3,854,1,1,65,4,1,6,1,2,3424,21632,7,0,13,3,3,0,6,3,2,4,3,0,1,1990,gen_y
33,0,2,586,2,1,3,3,855,1,1,48,4,2,7,1,0,4037,21816,1,0,22,4,1,1,9,5,3,9,8,0,8,1982,gen_y
35,0,2,1343,1,27,1,3,856,3,0,53,2,1,6,1,2,2559,17852,1,0,11,3,4,0,6,3,2,6,5,1,1,1980,gen_y
32,0,2,117,2,13,4,1,859,2,1,73,3,2,7,4,0,4403,9250,2,0,11,3,3,1,8,3,2,5,2,0,3,1983,gen_y
30,0,1,1012,1,5,4,1,861,2,1,75,2,1,6,4,0,3761,2373,9,0,12,3,2,1,10,3,2,5,4,0,3,1985,gen_y
32,0,2,638,1,8,2,3,865,3,0,91,4,2,6,3,1,5175,22162,5,0,12,3,3,1,9,3,2,5,3,1,3,1983,gen_y
28,0,2,1169,0,8,2,3,869,2,1,63,2,1,1,4,0,4936,23965,1,0,13,3,4,1,6,6,3,5,1,0,4,1987,gen_y
22,0,2,1230,1,1,2,1,872,4,1,33,2,2,4,4,1,4775,19146,6,0,22,4,1,2,4,2,1,2,2,2,2,1993,gen_y
25,0,2,141,2,3,1,4,879,3,1,98,3,2,7,1,1,4194,14363,1,1,18,3,4,0,5,3,3,5,3,0,3,1990,gen_y
35,0,2,607,1,9,3,1,880,4,0,66,2,3,4,3,1,10685,23457,1,1,20,4,2,1,17,2,3,17,14,5,15,1980,gen_y
35,1,1,130,1,25,4,1,881,4,0,96,3,1,6,2,0,2022,16612,1,1,19,3,1,1,10,3,2,10,2,7,8,1980,gen_y
32,0,0,300,1,1,3,1,882,4,1,61,3,1,2,4,0,2314,9148,0,0,12,3,2,1,4,2,3,3,0,0,2,1983,gen_y
25,0,2,583,2,4,1,2,885,3,1,87,2,2,7,1,1,4256,18154,1,0,12,3,1,0,5,1,4,5,2,0,3,1990,gen_y
24,0,0,1269,1,4,1,1,888,1,1,46,2,1,2,4,1,3162,10778,0,0,17,3,4,0,6,2,2,5,2,3,4,1991,gen_y
32,0,1,379,2,5,2,1,889,2,1,48,3,2,7,2,1,6524,8891,1,0,14,3,4,1,10,3,3,10,8,5,3,1983,gen_y
31,0,2,1222,1,11,4,1,895,4,1,48,3,1,6,4,1,2356,14871,3,1,19,3,2,1,8,2,3,6,4,0,2,1984,gen_y
29,1,2,341,2,1,3,3,896,2,0,48,2,1,8,3,0,2800,23522,6,1,19,3,3,3,5,3,3,3,2,0,2,1986,gen_y
35,0,2,672,1,25,3,5,899,4,1,78,2,3,4,2,1,10903,9129,3,0,16,3,1,0,16,2,3,13,10,4,8,1980,gen_y
33,0,2,1075,0,3,2,0,910,4,1,57,3,1,1,2,0,2277,22650,3,1,11,3,3,1,7,4,4,4,3,0,3,1982,gen_y
32,1,2,374,1,25,4,1,911,1,1,87,3,1,2,4,2,2795,18016,1,1,24,4,3,0,1,2,1,1,0,0,1,1983,gen_y
29,0,2,1086,1,7,1,3,912,1,0,62,2,1,2,4,0,2532,6054,6,0,14,3,3,3,8,5,3,4,3,0,3,1986,gen_y
28,0,2,821,2,5,4,3,916,1,1,98,3,2,7,4,2,4908,24252,1,0,14,3,2,0,4,3,3,4,2,0,2,1987,gen_y
21,1,2,1427,1,18,1,4,923,4,0,65,3,1,6,4,2,2693,8870,1,0,19,3,1,0,1,3,2,1,0,0,0,1994,gen_y
22,1,2,617,1,3,1,1,926,2,0,34,3,2,4,3,1,4171,10022,0,1,19,3,1,1,4,3,4,3,2,0,2,1993,gen_y
28,0,2,995,1,9,3,3,930,3,0,77,3,1,6,3,0,2377,9834,5,0,18,3,2,1,6,2,3,2,2,2,2,1987,gen_y
27,0,2,618,1,4,3,1,933,2,0,76,3,1,6,3,2,2318,17808,1,0,19,3,3,0,1,2,3,1,1,0,0,1988,gen_y
34,0,2,546,1,10,3,1,934,2,1,83,3,1,2,2,0,2008,6896,1,0,14,3,2,2,1,3,3,1,0,1,0,1981,gen_y
33,0,2,1198,1,1,4,4,939,3,1,100,2,1,6,1,2,2799,3339,3,1,11,3,2,0,6,1,3,3,2,0,2,1982,gen_y
31,0,2,154,2,7,4,1,941,2,1,41,2,1,8,3,1,2329,11737,3,0,15,3,2,0,13,2,4,7,7,5,2,1984,gen_y
35,0,2,1137,1,21,1,1,942,4,0,51,3,2,0,4,1,4014,19170,1,1,25,4,4,1,10,2,1,10,6,0,7,1980,gen_y
31,0,0,1188,2,20,2,2,947,4,0,45,3,2,7,3,1,6932,24406,1,0,13,3,4,1,9,2,2,9,8,0,0,1984,gen_y
32,0,0,1184,1,1,3,1,951,3,0,70,2,1,2,2,1,2332,3974,6,0,20,4,3,0,5,3,3,3,0,0,2,1983,gen_y
25,1,2,867,2,19,2,2,952,3,1,36,2,1,8,2,1,2413,18798,1,1,18,3,3,3,1,2,3,1,0,0,0,1990,gen_y
26,0,1,1283,2,1,3,3,956,3,1,52,2,2,7,1,2,4294,11148,1,0,12,3,2,0,7,2,3,7,7,0,7,1989,gen_y
31,0,2,616,1,12,3,3,961,4,0,41,3,2,0,4,1,5855,17369,0,1,11,3,3,2,10,2,1,9,7,8,5,1984,gen_y
32,0,2,498,1,3,4,3,966,3,0,93,3,2,4,1,1,6725,13554,1,0,12,3,3,1,8,2,4,8,7,6,3,1983,gen_y
33,0,2,1069,1,1,3,1,969,2,0,42,2,2,0,4,2,6949,12291,0,0,14,3,1,0,6,3,3,5,0,1,4,1982,gen_y
29,0,1,1404,2,20,3,5,974,3,0,84,3,1,8,4,1,2157,18203,1,0,15,3,2,1,3,5,3,3,1,0,2,1986,gen_y
35,0,2,1219,2,18,3,3,975,3,0,86,3,2,7,3,1,4601,6179,1,0,16,3,2,0,5,3,3,5,2,1,0,1980,gen_y
30,0,2,231,2,8,2,4,982,3,1,62,3,3,7,3,0,7264,9977,5,0,11,3,1,1,10,2,4,8,4,7,7,1985,gen_y
35,0,2,882,2,3,4,1,984,4,1,92,3,3,7,4,0,7823,6812,6,0,13,3,2,1,12,2,3,10,9,0,8,1980,gen_y
31,1,0,335,1,9,2,3,991,3,1,46,2,1,6,1,2,2321,10322,0,1,22,4,1,0,4,0,3,3,2,1,2,1984,gen_y
33,0,0,722,2,17,3,1,992,4,1,38,3,4,3,3,2,17444,20489,1,0,11,3,4,0,10,2,3,10,8,6,0,1982,gen_y
29,1,2,906,1,10,3,1,994,4,0,92,2,1,6,1,2,2404,11479,6,1,20,4,3,0,3,5,3,0,0,0,0,1986,gen_y
33,0,2,461,1,13,1,1,995,2,0,53,3,1,6,4,2,3452,17241,3,0,18,3,1,0,5,4,3,3,2,0,2,1982,gen_y
33,0,1,827,1,1,4,4,998,3,0,84,4,2,0,2,1,5488,20161,1,1,13,3,1,1,6,2,3,6,5,1,2,1982,gen_y
27,0,2,1134,1,16,4,5,1001,3,0,37,3,1,2,2,1,2811,12086,9,0,14,3,2,1,4,2,3,2,2,2,2,1988,gen_y
30,1,2,138,1,22,3,1,1004,1,0,48,3,1,6,3,1,2132,11539,4,1,11,3,2,0,7,2,3,5,2,0,1,1985,gen_y
24,0,2,1206,1,17,1,3,1009,4,0,41,2,2,4,3,0,4377,24117,1,0,15,3,2,2,5,6,3,4,2,3,2,1991,gen_y
35,1,2,622,1,14,4,4,1010,3,1,39,2,1,2,2,0,3743,10074,1,1,24,4,4,1,5,2,1,4,2,0,2,1980,gen_y
31,0,1,853,1,1,1,1,1011,3,0,96,3,2,4,1,1,4148,11275,1,0,12,3,3,1,4,1,3,4,3,0,3,1984,gen_y
35,0,2,583,1,25,4,3,1014,3,0,57,3,3,0,3,0,10388,6975,1,1,11,3,3,1,16,3,2,16,10,10,1,1980,gen_y
30,0,2,153,1,8,2,1,1015,2,0,73,4,3,5,1,1,11416,17802,0,1,12,3,3,3,9,4,2,8,7,1,7,1985,gen_y
30,1,1,109,1,5,3,3,1017,2,0,60,3,1,2,2,2,2422,25725,0,0,17,3,1,0,4,3,3,3,2,1,2,1985,gen_y
26,0,2,1066,1,2,2,3,1018,4,1,32,4,2,4,4,1,5472,3334,1,0,12,3,2,0,8,2,3,8,7,1,3,1989,gen_y
22,0,2,217,1,8,1,1,1019,2,1,94,1,1,2,1,1,2451,6881,1,0,15,3,1,1,4,3,2,4,3,1,1,1993,gen_y
27,0,2,1055,1,2,4,1,1027,1,0,47,3,2,4,4,1,4227,4658,0,0,18,3,2,1,4,2,3,3,2,2,2,1988,gen_y
35,0,2,802,1,10,3,4,1028,2,1,45,3,1,2,4,0,3917,9541,1,0,20,4,1,1,3,4,2,3,2,1,2,1980,gen_y
26,1,0,265,2,29,2,3,1037,2,1,79,1,2,7,1,2,4969,21813,8,0,18,3,4,0,7,6,3,2,2,2,2,1989,gen_y
33,0,0,1038,2,8,1,1,1044,2,0,88,2,1,8,4,2,2342,21437,0,0,19,3,4,0,3,2,2,2,2,2,2,1982,gen_y
32,0,0,1109,1,29,4,3,1046,4,0,69,3,1,2,3,2,4025,11135,9,0,12,3,2,0,10,2,3,8,7,7,7,1983,gen_y
34,0,2,216,2,1,4,2,1047,2,1,75,4,2,7,4,0,9725,12278,0,0,11,3,4,1,16,2,2,15,1,0,9,1981,gen_y
26,1,1,342,1,2,3,1,1053,1,1,57,3,1,6,1,1,2042,15346,6,1,14,3,2,1,6,2,3,3,2,1,2,1989,gen_y
34,0,2,1333,2,10,4,1,1055,3,0,87,3,1,8,3,1,2220,18410,1,1,19,3,4,1,1,2,3,1,1,0,0,1981,gen_y
28,0,2,1144,2,10,1,3,1056,4,1,74,3,1,8,2,1,1052,23384,1,0,22,4,2,0,1,5,3,1,0,0,0,1987,gen_y
26,0,1,921,1,1,1,3,1068,1,0,66,2,1,6,3,0,2007,25265,1,0,13,3,3,2,5,5,3,5,3,1,3,1989,gen_y
21,1,2,1334,1,10,3,1,1079,3,0,36,2,1,2,1,2,1416,17258,1,0,13,3,1,0,1,6,2,1,0,1,0,1994,gen_y
